relative_path,experiment,table,columns,row_count,duplicate_rows,duplicate_timestamps_per_resource,timestamp_order_inversions,timestamp_start_utc,timestamp_end_utc,sampling_interval_ms,resource_ids,missing_by_column,numeric_ranges
Exp20190416/dump_20190416_1515.sql,Exp20190416,tblSensorsLog,"[""ResourceID"",""timeStamp"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6""]",0,0,0,0,,,,[],"{""ResourceID"":0,""timeStamp"":0,""StationEntryxBG5"":0,""ReadyAtStationxBG1"":0,""DoneWorkingxBG9"":0,""StationExitxBG6"":0}",{}
Exp20190416/dump_20190416_1630.sql,Exp20190416,tblMachineReport,"[""ResourceID"",""timeStamp"",""Busy"",""RFIDTagPresent"",""Done""]",0,0,0,0,,,,[],"{""ResourceID"":0,""timeStamp"":0,""Busy"":0,""RFIDTagPresent"":0,""Done"":0}",{}
Exp20190416/dump_20190416_1630.sql,Exp20190416,tblOperationLog,"[""ResourceID"",""timeStamp"",""Busy"",""RFIDTagPresent"",""Done"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6"",""OperationNo"",""WorkPlanNo"",""OrderNo"",""StepNo"",""CarrierID"",""iResourceID"",""OrderPosition"",""PartNumber""]",1369,0,0,0,2019-04-16T13:28:49.117000Z,2019-04-16T14:28:22.560000Z,"{""median_ms"":502.0,""p10_ms"":4,""p90_ms"":3478}","[""mes10_3:plcManual"",""mes20_3:plcMagazineFront"",""mes30_3:plcDrillingCPS"",""mes50_3:plcRobotAssembly"",""mes60_3:plcCameraInspection"",""mes70_3:plcMagazineBack"",""mes80_3:plcPress""]","{""ResourceID"":0,""timeStamp"":0,""Busy"":0,""RFIDTagPresent"":0,""Done"":0,""StationEntryxBG5"":72,""ReadyAtStationxBG1"":72,""DoneWorkingxBG9"":1369,""StationExitxBG6"":72,""OperationNo"":0,""WorkPlanNo"":1369,""OrderNo"":0,""StepNo"":1369,""CarrierID"":0,""iResourceID"":0,""OrderPosition"":0,""PartNumber"":0}",{}
Exp20190416/dump_20190416_1630.sql,Exp20190416,tblPowerLog,"[""ResourceID"",""timeStamp"",""ActivePowerL1"",""Flow"",""Pressure""]",63185,0,0,6,2019-04-16T13:28:47.710000Z,2019-04-16T14:30:46.623000Z,"{""median_ms"":58.0,""p10_ms"":7,""p90_ms"":972}","[""ene1_2:CECC-LK"",""ene2_2:CECC-LK"",""ene3_2:CECC-LK"",""ene5_2:CECC-LK"",""ene6_2:CECC-LK"",""ene7_2:CECC-LK"",""ene8_2:CECC-LK""]","{""ResourceID"":0,""timeStamp"":0,""ActivePowerL1"":0,""Flow"":0,""Pressure"":0}","{""ActivePowerL1"":{""min"":10.991377830505371,""max"":88.84053039550781},""Flow"":{""min"":0.0,""max"":8.267716408},""Pressure"":{""min"":5.616833686828613,""max"":5.941479682922363}}"
Exp20190416/dump_20190416_1630.sql,Exp20190416,tblSensorsLog,"[""ResourceID"",""timeStamp"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6""]",0,0,0,0,,,,[],"{""ResourceID"":0,""timeStamp"":0,""StationEntryxBG5"":0,""ReadyAtStationxBG1"":0,""DoneWorkingxBG9"":0,""StationExitxBG6"":0}",{}
Exp20190416/dump_20190416_1807.sql,Exp20190416,tblMachineReport,"[""ResourceID"",""timeStamp"",""Busy"",""RFIDTagPresent"",""Done""]",0,0,0,0,,,,[],"{""ResourceID"":0,""timeStamp"":0,""Busy"":0,""RFIDTagPresent"":0,""Done"":0}",{}
Exp20190416/dump_20190416_1807.sql,Exp20190416,tblOperationLog,"[""ResourceID"",""timeStamp"",""Busy"",""RFIDTagPresent"",""Done"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6"",""OperationNo"",""WorkPlanNo"",""OrderNo"",""StepNo"",""CarrierID"",""iResourceID"",""OrderPosition"",""PartNumber""]",2160,0,0,3,2019-04-16T14:35:17.561000Z,2019-04-16T16:05:12.071000Z,"{""median_ms"":502.0,""p10_ms"":4,""p90_ms"":3474}","[""mes10_3:plcManual"",""mes20_3:plcMagazineFront"",""mes30_3:plcDrillingCPS"",""mes50_3:plcRobotAssembly"",""mes60_3:plcCameraInspection"",""mes70_3:plcMagazineBack"",""mes80_3:plcPress""]","{""ResourceID"":0,""timeStamp"":0,""Busy"":0,""RFIDTagPresent"":0,""Done"":0,""StationEntryxBG5"":106,""ReadyAtStationxBG1"":106,""DoneWorkingxBG9"":2160,""StationExitxBG6"":106,""OperationNo"":0,""WorkPlanNo"":2160,""OrderNo"":0,""StepNo"":2160,""CarrierID"":0,""iResourceID"":0,""OrderPosition"":0,""PartNumber"":0}",{}
Exp20190416/dump_20190416_1807.sql,Exp20190416,tblPowerLog,"[""ResourceID"",""timeStamp"",""ActivePowerL1"",""Flow"",""Pressure""]",96171,0,0,7,2019-04-16T14:34:39.298000Z,2019-04-16T16:07:54.493000Z,"{""median_ms"":58,""p10_ms"":7,""p90_ms"":971}","[""ene1_2:CECC-LK"",""ene2_2:CECC-LK"",""ene3_2:CECC-LK"",""ene5_2:CECC-LK"",""ene6_2:CECC-LK"",""ene7_2:CECC-LK"",""ene8_2:CECC-LK""]","{""ResourceID"":0,""timeStamp"":0,""ActivePowerL1"":0,""Flow"":0,""Pressure"":0}","{""ActivePowerL1"":{""min"":10.983764648,""max"":88.891067505},""Flow"":{""min"":0.0,""max"":7.785630703},""Pressure"":{""min"":5.610241889953613,""max"":5.939770698547363}}"
Exp20190416/dump_20190416_1807.sql,Exp20190416,tblSensorsLog,"[""ResourceID"",""timeStamp"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6""]",0,0,0,0,,,,[],"{""ResourceID"":0,""timeStamp"":0,""StationEntryxBG5"":0,""ReadyAtStationxBG1"":0,""DoneWorkingxBG9"":0,""StationExitxBG6"":0}",{}
Exp20190416/dump_20190416_1807_new.sql,Exp20190416,tblMachineReport,"[""ResourceID"",""timeStamp"",""Busy"",""RFIDTagPresent"",""Done""]",0,0,0,0,,,,[],"{""ResourceID"":0,""timeStamp"":0,""Busy"":0,""RFIDTagPresent"":0,""Done"":0}",{}
Exp20190416/dump_20190416_1807_new.sql,Exp20190416,tblOperationLog,"[""ResourceID"",""timeStamp"",""Busy"",""RFIDTagPresent"",""Done"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6"",""OperationNo"",""WorkPlanNo"",""OrderNo"",""StepNo"",""CarrierID"",""iResourceID"",""OrderPosition"",""PartNumber""]",2160,0,0,3,2019-04-16T14:35:17.561000Z,2019-04-16T16:05:12.071000Z,"{""median_ms"":502.0,""p10_ms"":4,""p90_ms"":3474}","[""mes10_3:plcManual"",""mes20_3:plcMagazineFront"",""mes30_3:plcDrillingCPS"",""mes50_3:plcRobotAssembly"",""mes60_3:plcCameraInspection"",""mes70_3:plcMagazineBack"",""mes80_3:plcPress""]","{""ResourceID"":0,""timeStamp"":0,""Busy"":0,""RFIDTagPresent"":0,""Done"":0,""StationEntryxBG5"":106,""ReadyAtStationxBG1"":106,""DoneWorkingxBG9"":2160,""StationExitxBG6"":106,""OperationNo"":0,""WorkPlanNo"":2160,""OrderNo"":0,""StepNo"":2160,""CarrierID"":0,""iResourceID"":0,""OrderPosition"":0,""PartNumber"":0}",{}
Exp20190416/dump_20190416_1807_new.sql,Exp20190416,tblPowerLog,"[""ResourceID"",""timeStamp"",""ActivePowerL1"",""Flow"",""Pressure""]",96171,0,0,7,2019-04-16T14:34:39.298000Z,2019-04-16T16:07:54.493000Z,"{""median_ms"":58,""p10_ms"":7,""p90_ms"":971}","[""ene1_2:CECC-LK"",""ene2_2:CECC-LK"",""ene3_2:CECC-LK"",""ene5_2:CECC-LK"",""ene6_2:CECC-LK"",""ene7_2:CECC-LK"",""ene8_2:CECC-LK""]","{""ResourceID"":0,""timeStamp"":0,""ActivePowerL1"":0,""Flow"":0,""Pressure"":0}","{""ActivePowerL1"":{""min"":10.983764648,""max"":88.891067505},""Flow"":{""min"":0.0,""max"":7.785630703},""Pressure"":{""min"":5.610241889953613,""max"":5.939770698547363}}"
Exp20190416/dump_20190416_1807_new.sql,Exp20190416,tblSensorsLog,"[""ResourceID"",""timeStamp"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6""]",0,0,0,0,,,,[],"{""ResourceID"":0,""timeStamp"":0,""StationEntryxBG5"":0,""ReadyAtStationxBG1"":0,""DoneWorkingxBG9"":0,""StationExitxBG6"":0}",{}
Exp20190416/dump_20190416_1844.sql,Exp20190416,tblMachineReport,"[""ResourceID"",""timeStamp"",""Busy"",""RFIDTagPresent"",""Done""]",0,0,0,0,,,,[],"{""ResourceID"":0,""timeStamp"":0,""Busy"":0,""RFIDTagPresent"":0,""Done"":0}",{}
Exp20190416/dump_20190416_1844.sql,Exp20190416,tblOperationLog,"[""ResourceID"",""timeStamp"",""Busy"",""RFIDTagPresent"",""Done"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6"",""OperationNo"",""WorkPlanNo"",""OrderNo"",""StepNo"",""CarrierID"",""iResourceID"",""OrderPosition"",""PartNumber""]",628,0,0,0,2019-04-16T16:15:33.802000Z,2019-04-16T16:44:05.986000Z,"{""median_ms"":504,""p10_ms"":4,""p90_ms"":3475}","[""mes10_3:plcManual"",""mes20_3:plcMagazineFront"",""mes30_3:plcDrillingCPS"",""mes50_3:plcRobotAssembly"",""mes60_3:plcCameraInspection"",""mes70_3:plcMagazineBack"",""mes80_3:plcPress""]","{""ResourceID"":0,""timeStamp"":0,""Busy"":0,""RFIDTagPresent"":0,""Done"":0,""StationEntryxBG5"":36,""ReadyAtStationxBG1"":36,""DoneWorkingxBG9"":628,""StationExitxBG6"":36,""OperationNo"":0,""WorkPlanNo"":628,""OrderNo"":0,""StepNo"":628,""CarrierID"":0,""iResourceID"":0,""OrderPosition"":0,""PartNumber"":0}",{}
Exp20190416/dump_20190416_1844.sql,Exp20190416,tblPowerLog,"[""ResourceID"",""timeStamp"",""ActivePowerL1"",""Flow"",""Pressure""]",30216,0,0,4,2019-04-16T16:15:31.257000Z,2019-04-16T16:44:47.452000Z,"{""median_ms"":59,""p10_ms"":7,""p90_ms"":970}","[""ene1_2:CECC-LK"",""ene2_2:CECC-LK"",""ene3_2:CECC-LK"",""ene5_2:CECC-LK"",""ene6_2:CECC-LK"",""ene7_2:CECC-LK"",""ene8_2:CECC-LK""]","{""ResourceID"":0,""timeStamp"":0,""ActivePowerL1"":0,""Flow"":0,""Pressure"":0}","{""ActivePowerL1"":{""min"":10.992410659790039,""max"":88.880134583},""Flow"":{""min"":0.0,""max"":7.024903774261475},""Pressure"":{""min"":5.61090087890625,""max"":5.938305855}}"
Exp20190416/dump_20190416_1844.sql,Exp20190416,tblSensorsLog,"[""ResourceID"",""timeStamp"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6""]",0,0,0,0,,,,[],"{""ResourceID"":0,""timeStamp"":0,""StationEntryxBG5"":0,""ReadyAtStationxBG1"":0,""DoneWorkingxBG9"":0,""StationExitxBG6"":0}",{}
Exp20190514/dump_20190514_1122_new.sql,Exp20190514,tblMachineReport,"[""ResourceID"",""timeStamp"",""Busy"",""RFIDTagPresent"",""Done""]",0,0,0,0,,,,[],"{""ResourceID"":0,""timeStamp"":0,""Busy"":0,""RFIDTagPresent"":0,""Done"":0}",{}
Exp20190514/dump_20190514_1122_new.sql,Exp20190514,tblOperationLog,"[""ResourceID"",""timeStamp"",""Busy"",""RFIDTagPresent"",""Done"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6"",""OperationNo"",""WorkPlanNo"",""OrderNo"",""StepNo"",""CarrierID"",""iResourceID"",""OrderPosition"",""PartNumber""]",1969,0,0,0,2019-05-14T07:36:18.338000Z,2019-05-14T09:20:08.778000Z,"{""median_ms"":511,""p10_ms"":4,""p90_ms"":3452}","[""mes10_3:plcManual"",""mes20_3:plcMagazineFront"",""mes30_3:plcDrillingCPS"",""mes60_3:plcCameraInspection"",""mes70_3:plcMagazineBack"",""mes80_3:plcPress""]","{""ResourceID"":0,""timeStamp"":0,""Busy"":0,""RFIDTagPresent"":0,""Done"":0,""StationEntryxBG5"":0,""ReadyAtStationxBG1"":0,""DoneWorkingxBG9"":1969,""StationExitxBG6"":0,""OperationNo"":0,""WorkPlanNo"":1969,""OrderNo"":0,""StepNo"":1969,""CarrierID"":0,""iResourceID"":0,""OrderPosition"":0,""PartNumber"":0}",{}
Exp20190514/dump_20190514_1122_new.sql,Exp20190514,tblPowerLog,"[""ResourceID"",""timeStamp"",""ActivePowerL1"",""Flow"",""Pressure""]",86064,0,0,3,2019-05-14T07:28:40.553000Z,2019-05-14T09:22:38.540000Z,"{""median_ms"":90,""p10_ms"":9,""p90_ms"":995}","[""ene1_2:CECC-LK"",""ene2_2:CECC-LK"",""ene3_2:CECC-LK"",""ene6_2:CECC-LK"",""ene7_2:CECC-LK"",""ene8_2:CECC-LK""]","{""ResourceID"":0,""timeStamp"":0,""ActivePowerL1"":0,""Flow"":0,""Pressure"":0}","{""ActivePowerL1"":{""min"":39.65672302246094,""max"":90.7750473022461},""Flow"":{""min"":0.0,""max"":7.7770257},""Pressure"":{""min"":0.0,""max"":6.079016208648682}}"
Exp20190514/dump_20190514_1122_new.sql,Exp20190514,tblSensorsLog,"[""ResourceID"",""timeStamp"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6""]",0,0,0,0,,,,[],"{""ResourceID"":0,""timeStamp"":0,""StationEntryxBG5"":0,""ReadyAtStationxBG1"":0,""DoneWorkingxBG9"":0,""StationExitxBG6"":0}",{}
Exp20190514/dump_20190514_1302.sql,Exp20190514,tblMachineReport,"[""ResourceID"",""timeStamp"",""Busy"",""RFIDTagPresent"",""Done""]",0,0,0,0,,,,[],"{""ResourceID"":0,""timeStamp"":0,""Busy"":0,""RFIDTagPresent"":0,""Done"":0}",{}
Exp20190514/dump_20190514_1302.sql,Exp20190514,tblOperationLog,"[""ResourceID"",""timeStamp"",""Busy"",""RFIDTagPresent"",""Done"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6"",""OperationNo"",""WorkPlanNo"",""OrderNo"",""StepNo"",""CarrierID"",""iResourceID"",""OrderPosition"",""PartNumber""]",2000,0,0,2,2019-05-14T09:25:29.280000Z,2019-05-14T10:59:41.996000Z,"{""median_ms"":503,""p10_ms"":5,""p90_ms"":3471}","[""mes10_3:plcManual"",""mes20_3:plcMagazineFront"",""mes30_3:plcDrillingCPS"",""mes50_3:plcRobotAssembly"",""mes60_3:plcCameraInspection"",""mes70_3:plcMagazineBack"",""mes80_3:plcPress""]","{""ResourceID"":0,""timeStamp"":0,""Busy"":0,""RFIDTagPresent"":0,""Done"":0,""StationEntryxBG5"":106,""ReadyAtStationxBG1"":106,""DoneWorkingxBG9"":2000,""StationExitxBG6"":106,""OperationNo"":0,""WorkPlanNo"":2000,""OrderNo"":0,""StepNo"":2000,""CarrierID"":0,""iResourceID"":0,""OrderPosition"":0,""PartNumber"":0}",{}
Exp20190514/dump_20190514_1302.sql,Exp20190514,tblPowerLog,"[""ResourceID"",""timeStamp"",""ActivePowerL1"",""Flow"",""Pressure""]",93969,0,0,7,2019-05-14T09:25:27.270000Z,2019-05-14T11:02:47.461000Z,"{""median_ms"":69,""p10_ms"":7,""p90_ms"":978}","[""ene1_2:CECC-LK"",""ene2_2:CECC-LK"",""ene3_2:CECC-LK"",""ene5_2:CECC-LK"",""ene6_2:CECC-LK"",""ene7_2:CECC-LK"",""ene8_2:CECC-LK""]","{""ResourceID"":0,""timeStamp"":0,""ActivePowerL1"":0,""Flow"":0,""Pressure"":0}","{""ActivePowerL1"":{""min"":10.98108196258545,""max"":88.74105835},""Flow"":{""min"":0.0,""max"":7.556797504425049},""Pressure"":{""min"":5.6253662109375,""max"":5.960253716}}"
Exp20190514/dump_20190514_1302.sql,Exp20190514,tblSensorsLog,"[""ResourceID"",""timeStamp"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6""]",0,0,0,0,,,,[],"{""ResourceID"":0,""timeStamp"":0,""StationEntryxBG5"":0,""ReadyAtStationxBG1"":0,""DoneWorkingxBG9"":0,""StationExitxBG6"":0}",{}
Exp20190514/dump_20190514_1302_new.sql,Exp20190514,tblMachineReport,"[""ResourceID"",""timeStamp"",""Busy"",""RFIDTagPresent"",""Done""]",0,0,0,0,,,,[],"{""ResourceID"":0,""timeStamp"":0,""Busy"":0,""RFIDTagPresent"":0,""Done"":0}",{}
Exp20190514/dump_20190514_1302_new.sql,Exp20190514,tblOperationLog,"[""ResourceID"",""timeStamp"",""Busy"",""RFIDTagPresent"",""Done"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6"",""OperationNo"",""WorkPlanNo"",""OrderNo"",""StepNo"",""CarrierID"",""iResourceID"",""OrderPosition"",""PartNumber""]",2000,0,0,2,2019-05-14T09:25:29.280000Z,2019-05-14T10:59:41.996000Z,"{""median_ms"":503,""p10_ms"":5,""p90_ms"":3471}","[""mes10_3:plcManual"",""mes20_3:plcMagazineFront"",""mes30_3:plcDrillingCPS"",""mes50_3:plcRobotAssembly"",""mes60_3:plcCameraInspection"",""mes70_3:plcMagazineBack"",""mes80_3:plcPress""]","{""ResourceID"":0,""timeStamp"":0,""Busy"":0,""RFIDTagPresent"":0,""Done"":0,""StationEntryxBG5"":106,""ReadyAtStationxBG1"":106,""DoneWorkingxBG9"":2000,""StationExitxBG6"":106,""OperationNo"":0,""WorkPlanNo"":2000,""OrderNo"":0,""StepNo"":2000,""CarrierID"":0,""iResourceID"":0,""OrderPosition"":0,""PartNumber"":0}",{}
Exp20190514/dump_20190514_1302_new.sql,Exp20190514,tblPowerLog,"[""ResourceID"",""timeStamp"",""ActivePowerL1"",""Flow"",""Pressure""]",93969,0,0,7,2019-05-14T09:25:27.270000Z,2019-05-14T11:02:47.461000Z,"{""median_ms"":69,""p10_ms"":7,""p90_ms"":978}","[""ene1_2:CECC-LK"",""ene2_2:CECC-LK"",""ene3_2:CECC-LK"",""ene5_2:CECC-LK"",""ene6_2:CECC-LK"",""ene7_2:CECC-LK"",""ene8_2:CECC-LK""]","{""ResourceID"":0,""timeStamp"":0,""ActivePowerL1"":0,""Flow"":0,""Pressure"":0}","{""ActivePowerL1"":{""min"":10.98108196258545,""max"":88.74105835},""Flow"":{""min"":0.0,""max"":7.556797504425049},""Pressure"":{""min"":5.6253662109375,""max"":5.960253716}}"
Exp20190514/dump_20190514_1302_new.sql,Exp20190514,tblSensorsLog,"[""ResourceID"",""timeStamp"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6""]",0,0,0,0,,,,[],"{""ResourceID"":0,""timeStamp"":0,""StationEntryxBG5"":0,""ReadyAtStationxBG1"":0,""DoneWorkingxBG9"":0,""StationExitxBG6"":0}",{}
Exp20190617/dump_20190617_1130.sql,Exp20190617,tblMachineReport,"[""ResourceID"",""timeStamp"",""Busy"",""RFIDTagPresent"",""Done""]",0,0,0,0,,,,[],"{""ResourceID"":0,""timeStamp"":0,""Busy"":0,""RFIDTagPresent"":0,""Done"":0}",{}
Exp20190617/dump_20190617_1130.sql,Exp20190617,tblOperationLog,"[""ResourceID"",""timeStamp"",""Busy"",""RFIDTagPresent"",""Done"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6"",""OperationNo"",""WorkPlanNo"",""OrderNo"",""StepNo"",""CarrierID"",""iResourceID"",""OrderPosition"",""PartNumber""]",2650,0,0,0,2019-06-17T08:03:29.236000Z,2019-06-17T09:26:45.054000Z,"{""median_ms"":495,""p10_ms"":4,""p90_ms"":3000}","[""mes10_3:plcManual"",""mes20_3:plcMagazineFront"",""mes30_3:plcDrillingCPS"",""mes50_3:plcRobotAssembly"",""mes60_3:plcCameraInspection"",""mes70_3:plcMagazineBack"",""mes80_3:plcPress""]","{""ResourceID"":0,""timeStamp"":0,""Busy"":0,""RFIDTagPresent"":0,""Done"":0,""StationEntryxBG5"":99,""ReadyAtStationxBG1"":99,""DoneWorkingxBG9"":2650,""StationExitxBG6"":99,""OperationNo"":0,""WorkPlanNo"":2650,""OrderNo"":0,""StepNo"":2650,""CarrierID"":0,""iResourceID"":0,""OrderPosition"":0,""PartNumber"":0}",{}
Exp20190617/dump_20190617_1130.sql,Exp20190617,tblPowerLog,"[""ResourceID"",""timeStamp"",""ActivePowerL1"",""Flow"",""Pressure""]",87037,0,0,47,2019-06-17T07:58:16.181000Z,2019-06-17T09:30:43.620000Z,"{""median_ms"":72,""p10_ms"":10,""p90_ms"":973}","[""ene1_2:CECC-LK"",""ene2_2:CECC-LK"",""ene3_2:CECC-LK"",""ene5_2:CECC-LK"",""ene6_2:CECC-LK"",""ene7_2:CECC-LK"",""ene8_2:CECC-LK""]","{""ResourceID"":0,""timeStamp"":0,""ActivePowerL1"":0,""Flow"":0,""Pressure"":0}","{""ActivePowerL1"":{""min"":10.974369049072266,""max"":89.460739136},""Flow"":{""min"":0.0,""max"":11.680893898010254},""Pressure"":{""min"":5.608166694641113,""max"":5.959387302398682}}"
Exp20190617/dump_20190617_1130.sql,Exp20190617,tblSensorsLog,"[""ResourceID"",""timeStamp"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6""]",0,0,0,0,,,,[],"{""ResourceID"":0,""timeStamp"":0,""StationEntryxBG5"":0,""ReadyAtStationxBG1"":0,""DoneWorkingxBG9"":0,""StationExitxBG6"":0}",{}
Exp20190617/dump_20190617_1209.sql,Exp20190617,tblMachineReport,"[""ResourceID"",""timeStamp"",""Busy"",""RFIDTagPresent"",""Done""]",0,0,0,0,,,,[],"{""ResourceID"":0,""timeStamp"":0,""Busy"":0,""RFIDTagPresent"":0,""Done"":0}",{}
Exp20190617/dump_20190617_1209.sql,Exp20190617,tblOperationLog,"[""ResourceID"",""timeStamp"",""Busy"",""RFIDTagPresent"",""Done"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6"",""OperationNo"",""WorkPlanNo"",""OrderNo"",""StepNo"",""CarrierID"",""iResourceID"",""OrderPosition"",""PartNumber""]",3749,0,0,0,2019-06-17T08:03:29.236000Z,2019-06-17T10:06:47.967000Z,"{""median_ms"":493.0,""p10_ms"":4,""p90_ms"":3004}","[""mes10_3:plcManual"",""mes20_3:plcMagazineFront"",""mes30_3:plcDrillingCPS"",""mes50_3:plcRobotAssembly"",""mes60_3:plcCameraInspection"",""mes70_3:plcMagazineBack"",""mes80_3:plcPress""]","{""ResourceID"":0,""timeStamp"":0,""Busy"":0,""RFIDTagPresent"":0,""Done"":0,""StationEntryxBG5"":159,""ReadyAtStationxBG1"":159,""DoneWorkingxBG9"":3749,""StationExitxBG6"":159,""OperationNo"":0,""WorkPlanNo"":3749,""OrderNo"":0,""StepNo"":3749,""CarrierID"":0,""iResourceID"":0,""OrderPosition"":0,""PartNumber"":0}",{}
Exp20190617/dump_20190617_1209.sql,Exp20190617,tblPowerLog,"[""ResourceID"",""timeStamp"",""ActivePowerL1"",""Flow"",""Pressure""]",123512,0,0,47,2019-06-17T07:58:16.181000Z,2019-06-17T10:09:15.405000Z,"{""median_ms"":72.0,""p10_ms"":10,""p90_ms"":973}","[""ene1_2:CECC-LK"",""ene2_2:CECC-LK"",""ene3_2:CECC-LK"",""ene5_2:CECC-LK"",""ene6_2:CECC-LK"",""ene7_2:CECC-LK"",""ene8_2:CECC-LK""]","{""ResourceID"":0,""timeStamp"":0,""ActivePowerL1"":0,""Flow"":0,""Pressure"":0}","{""ActivePowerL1"":{""min"":10.974369049072266,""max"":89.460739136},""Flow"":{""min"":0.0,""max"":11.680893898010254},""Pressure"":{""min"":5.608166694641113,""max"":5.959387302398682}}"
Exp20190617/dump_20190617_1209.sql,Exp20190617,tblSensorsLog,"[""ResourceID"",""timeStamp"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6""]",0,0,0,0,,,,[],"{""ResourceID"":0,""timeStamp"":0,""StationEntryxBG5"":0,""ReadyAtStationxBG1"":0,""DoneWorkingxBG9"":0,""StationExitxBG6"":0}",{}
Exp20190617/dump_20190617_1209_new.sql,Exp20190617,tblMachineReport,"[""ResourceID"",""timeStamp"",""Busy"",""RFIDTagPresent"",""Done""]",0,0,0,0,,,,[],"{""ResourceID"":0,""timeStamp"":0,""Busy"":0,""RFIDTagPresent"":0,""Done"":0}",{}
Exp20190617/dump_20190617_1209_new.sql,Exp20190617,tblOperationLog,"[""ResourceID"",""timeStamp"",""Busy"",""RFIDTagPresent"",""Done"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6"",""OperationNo"",""WorkPlanNo"",""OrderNo"",""StepNo"",""CarrierID"",""iResourceID"",""OrderPosition"",""PartNumber""]",3749,0,0,0,2019-06-17T08:03:29.236000Z,2019-06-17T10:06:47.967000Z,"{""median_ms"":493.0,""p10_ms"":4,""p90_ms"":3004}","[""mes10_3:plcManual"",""mes20_3:plcMagazineFront"",""mes30_3:plcDrillingCPS"",""mes50_3:plcRobotAssembly"",""mes60_3:plcCameraInspection"",""mes70_3:plcMagazineBack"",""mes80_3:plcPress""]","{""ResourceID"":0,""timeStamp"":0,""Busy"":0,""RFIDTagPresent"":0,""Done"":0,""StationEntryxBG5"":159,""ReadyAtStationxBG1"":159,""DoneWorkingxBG9"":3749,""StationExitxBG6"":159,""OperationNo"":0,""WorkPlanNo"":3749,""OrderNo"":0,""StepNo"":3749,""CarrierID"":0,""iResourceID"":0,""OrderPosition"":0,""PartNumber"":0}",{}
Exp20190617/dump_20190617_1209_new.sql,Exp20190617,tblPowerLog,"[""ResourceID"",""timeStamp"",""ActivePowerL1"",""Flow"",""Pressure""]",123512,0,0,47,2019-06-17T07:58:16.181000Z,2019-06-17T10:09:15.405000Z,"{""median_ms"":72.0,""p10_ms"":10,""p90_ms"":973}","[""ene1_2:CECC-LK"",""ene2_2:CECC-LK"",""ene3_2:CECC-LK"",""ene5_2:CECC-LK"",""ene6_2:CECC-LK"",""ene7_2:CECC-LK"",""ene8_2:CECC-LK""]","{""ResourceID"":0,""timeStamp"":0,""ActivePowerL1"":0,""Flow"":0,""Pressure"":0}","{""ActivePowerL1"":{""min"":10.974369049072266,""max"":89.460739136},""Flow"":{""min"":0.0,""max"":11.680893898010254},""Pressure"":{""min"":5.608166694641113,""max"":5.959387302398682}}"
Exp20190617/dump_20190617_1209_new.sql,Exp20190617,tblSensorsLog,"[""ResourceID"",""timeStamp"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6""]",0,0,0,0,,,,[],"{""ResourceID"":0,""timeStamp"":0,""StationEntryxBG5"":0,""ReadyAtStationxBG1"":0,""DoneWorkingxBG9"":0,""StationExitxBG6"":0}",{}
Exp20190617/dump_20190617_1429.sql,Exp20190617,tblMachineReport,"[""ResourceID"",""timeStamp"",""Busy"",""RFIDTagPresent"",""Done""]",0,0,0,0,,,,[],"{""ResourceID"":0,""timeStamp"":0,""Busy"":0,""RFIDTagPresent"":0,""Done"":0}",{}
