relative_path,experiment_id,is_canonical_snapshot,table,schema_names,columns,row_count,exact_duplicate_rows,different_rows_same_resource_timestamp,timestamp_order_regressions_raw_order,timestamp_start_epoch_ms,timestamp_end_epoch_ms
Exp20190617/dump_20190617_1130.sql,Exp20190617,True,tblPowerLog,"[""polimi""]","[""ResourceID"",""timeStamp"",""ActivePowerL1"",""Flow"",""Pressure""]",87037,0,0,47,1560758296181.0,1560763843620.0
Exp20190617/dump_20190617_1130.sql,Exp20190617,True,tblSensorsLog,"[""polimi""]","[""ResourceID"",""timeStamp"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6""]",0,0,0,0,,
Exp20190617/dump_20190617_1209.sql,Exp20190617,False,tblMachineReport,"[""polimi""]","[""ResourceID"",""timeStamp"",""Busy"",""RFIDTagPresent"",""Done""]",0,0,0,0,,
Exp20190617/dump_20190617_1209.sql,Exp20190617,False,tblOperationLog,"[""polimi""]","[""ResourceID"",""timeStamp"",""Busy"",""RFIDTagPresent"",""Done"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6"",""OperationNo"",""WorkPlanNo"",""OrderNo"",""StepNo"",""CarrierID"",""iResourceID"",""OrderPosition"",""PartNumber""]",3749,0,0,0,1560758609236.0,1560766007967.0
Exp20190617/dump_20190617_1209.sql,Exp20190617,False,tblPowerLog,"[""polimi""]","[""ResourceID"",""timeStamp"",""ActivePowerL1"",""Flow"",""Pressure""]",123512,0,0,47,1560758296181.0,1560766155405.0
Exp20190617/dump_20190617_1209.sql,Exp20190617,False,tblSensorsLog,"[""polimi""]","[""ResourceID"",""timeStamp"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6""]",0,0,0,0,,
Exp20190617/dump_20190617_1209_new.sql,Exp20190617,True,tblMachineReport,"[""polimi1209""]","[""ResourceID"",""timeStamp"",""Busy"",""RFIDTagPresent"",""Done""]",0,0,0,0,,
Exp20190617/dump_20190617_1209_new.sql,Exp20190617,True,tblOperationLog,"[""polimi1209""]","[""ResourceID"",""timeStamp"",""Busy"",""RFIDTagPresent"",""Done"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6"",""OperationNo"",""WorkPlanNo"",""OrderNo"",""StepNo"",""CarrierID"",""iResourceID"",""OrderPosition"",""PartNumber""]",3749,0,0,0,1560758609236.0,1560766007967.0
Exp20190617/dump_20190617_1209_new.sql,Exp20190617,True,tblPowerLog,"[""polimi1209""]","[""ResourceID"",""timeStamp"",""ActivePowerL1"",""Flow"",""Pressure""]",123512,0,0,47,1560758296181.0,1560766155405.0
Exp20190617/dump_20190617_1209_new.sql,Exp20190617,True,tblSensorsLog,"[""polimi1209""]","[""ResourceID"",""timeStamp"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6""]",0,0,0,0,,
Exp20190617/dump_20190617_1429.sql,Exp20190617,True,tblMachineReport,"[""polimi""]","[""ResourceID"",""timeStamp"",""Busy"",""RFIDTagPresent"",""Done""]",0,0,0,0,,
Exp20190617/dump_20190617_1429.sql,Exp20190617,True,tblOperationLog,"[""polimi""]","[""ResourceID"",""timeStamp"",""Busy"",""RFIDTagPresent"",""Done"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6"",""OperationNo"",""WorkPlanNo"",""OrderNo"",""StepNo"",""CarrierID"",""iResourceID"",""OrderPosition"",""PartNumber""]",594,0,0,1,1560772774515.0,1560774476019.0
Exp20190617/dump_20190617_1429.sql,Exp20190617,True,tblPowerLog,"[""polimi""]","[""ResourceID"",""timeStamp"",""ActivePowerL1"",""Flow"",""Pressure""]",27952,0,0,2,1560772771348.0,1560774589863.0
Exp20190617/dump_20190617_1429.sql,Exp20190617,True,tblSensorsLog,"[""polimi""]","[""ResourceID"",""timeStamp"",""StationEntryxBG5"",""ReadyAtStationxBG1"",""DoneWorkingxBG9"",""StationExitxBG6""]",0,0,0,0,,
