experiment_id,station_id,station_name,session_id,timestamp_utc,plc_timestamp_matched,state_age_seconds,canonical_row_id,operation_row_id,canonical_source_file,plc_source_file
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:31.778000+00:00,2019-06-17 09:36:35.565000+00:00,1196.213,3030e04fe812dd9f00d89974c047d1d9efab44ce72e30c5b6565f51605788611,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:31.760000+00:00,2019-06-17 09:36:35.565000+00:00,1196.195,70fc038e14bcb2eb816d5467b5e71d913a29c72638f4c5ec457760c18133cd4a,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:30.834000+00:00,2019-06-17 09:36:35.565000+00:00,1195.269,ec88dac831c68ce72b1ae57d667208b34bf78943d2c681ba73c5f2bc9c5ae207,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:30.832000+00:00,2019-06-17 09:36:35.565000+00:00,1195.267,39f6f51c98a66c2818c9b2c8eeeadb4513f887e1fde98bb083821ed8bd21f135,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:30.799000+00:00,2019-06-17 09:36:35.565000+00:00,1195.234,091932bdd819805311a8a5f5a3d0da88be8e160d2070409efd1968ba22336bfc,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:29.819000+00:00,2019-06-17 09:36:35.565000+00:00,1194.254,1be3e872c92c52f93f090807a8b2e6ddd3a6d3ff75143c55551b0a2e58d39836,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:29.765000+00:00,2019-06-17 09:36:35.565000+00:00,1194.2,e41fbc774e7812a89f641de8d060fd4e94dc05e4152e7607fadaef694c337a45,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:29.760000+00:00,2019-06-17 09:36:35.565000+00:00,1194.195,eaf598a63ac661e1be1567cdf3da174d0358978f4e9c809706beef5ab3d1bfef,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:28.910000+00:00,2019-06-17 09:36:35.565000+00:00,1193.345,43ca7ae55ac96c80934be08aa8f1ef7674119c877049a5320ecbc3ed09a2533c,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:28.833000+00:00,2019-06-17 09:36:35.565000+00:00,1193.268,8243efbc26b790177c6acbc1c211a7e2f09075207a2ee177a6588e5595cb1b08,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
